manuscript	dataset	partition_name	cluster_number
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11626-42-Calc_Hmm10-BMGE05	546
Borowiec2015	Total1080	OG255.fasta.aln_gene302	546
Hejnol2009	Hejnol2009	Tribe4185_0	547
Borowiec2015	Total1080	OG280.fasta.aln_gene329	547
Hejnol2009	Hejnol2009	Tribe4760_0	548
Borowiec2015	Total1080	OG283.fasta.aln_gene332	548
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15329-42-Calc_Hmm10-BMGE05	549
Borowiec2015	Total1080	OG300.fasta.aln_gene351	549
Ryan2013	est.opisthokonta	gene198	550
Borowiec2015	Total1080	OG308.fasta.aln_gene359	550
Ryan2013	genome.opisthokonta	gene143	551
Borowiec2015	Total1080	OG315.fasta.aln_gene367	551
Borowiec2015	Total1080	OG319.fasta.aln_gene371	552
Moroz2014	ED3a	0736	552
Borowiec2015	Total1080	OG328.fasta.aln_gene380	553
Hejnol2009	Hejnol2009	Tribe4938_0	553
Hejnol2009	Hejnol2009	Tribe2332_0	554
Borowiec2015	Total1080	OG331.fasta.aln_gene383	554
Borowiec2015	Total1080	OG333.fasta.aln_gene385	555
Hejnol2009	Hejnol2009	Tribe1404_0	555
Ryan2013	est.opisthokonta	gene322	556
Borowiec2015	Total1080	OG348.fasta.aln_gene401	556
Ryan2013	genome.opisthokonta	gene87	557
Borowiec2015	Total1080	OG350.fasta.aln_gene404	557
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13292-42-Calc_Hmm10-BMGE05	558
Borowiec2015	Total1080	OG375.fasta.aln_gene429	558
Ryan2013	genome.opisthokonta	gene236	559
Borowiec2015	Total1080	OG387.fasta.aln_gene442	559
Borowiec2015	Total1080	OG391.fasta.aln_gene447	560
Hejnol2009	Hejnol2009	Tribe2963_0	560
Dunn2008	Dunn2008	Tribe1006	561
Borowiec2015	Total1080	OG397.fasta.aln_gene453	561
Borowiec2015	Total1080	OG40.fasta.aln_gene468	562
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10155-1-42-Calc_Hmm10-BMGE05	562
Hejnol2009	Hejnol2009	Tribe2912_0	563
Borowiec2015	Total1080	OG402.fasta.aln_gene460	563
Hejnol2009	Hejnol2009	Tribe2626_0	564
Borowiec2015	Total1080	OG404.fasta.aln_gene462	564
Borowiec2015	Total1080	OG421.fasta.aln_gene481	565
Ryan2013	est.opisthokonta	gene83	565
Borowiec2015	Total1080	OG424.fasta.aln_gene484	566
Hejnol2009	Hejnol2009	Tribe3545_0	566
Hejnol2009	Hejnol2009	Tribe2334_0	567
Borowiec2015	Total1080	OG434.fasta.aln_gene495	567
Hejnol2009	Hejnol2009	Tribe3915_0	568
Borowiec2015	Total1080	OG437.fasta.aln_gene497	568
Ryan2013	genome.opisthokonta	gene4	569
Borowiec2015	Total1080	OG449.fasta.aln_gene510	569
Borowiec2015	Total1080	OG458.fasta.aln_gene520	570
Ryan2013	est.opisthokonta	gene209	570
Hejnol2009	Hejnol2009	Tribe2554_0	571
Borowiec2015	Total1080	OG465.fasta.aln_gene526	571
Moroz2014	ED3a	0755	572
Borowiec2015	Total1080	OG472.fasta.aln_gene534	572
Hejnol2009	Hejnol2009	Tribe4738_0	573
Borowiec2015	Total1080	OG477.fasta.aln_gene539	573
Ryan2013	genome.opisthokonta	gene60	574
Borowiec2015	Total1080	OG493.fasta.aln_gene557	574
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15545-42-Calc_Hmm10-BMGE05	575
Borowiec2015	Total1080	OG495.fasta.aln_gene559	575
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13787-42-Calc_Hmm10-BMGE05	576
Borowiec2015	Total1080	OG497.fasta.aln_gene561	576
Borowiec2015	Total1080	OG504.fasta.aln_gene569	577
Hejnol2009	Hejnol2009	Tribe3072_0	577
Borowiec2015	Total1080	OG506.fasta.aln_gene571	578
Hejnol2009	Hejnol2009	Tribe2150_0	578
Hejnol2009	Hejnol2009	Tribe3781_0	579
Borowiec2015	Total1080	OG514.fasta.aln_gene577	579
Hejnol2009	Hejnol2009	Tribe3249_0	580
Borowiec2015	Total1080	OG537.fasta.aln_gene600	580
Borowiec2015	Total1080	OG541.fasta.aln_gene605	581
Hejnol2009	Hejnol2009	Tribe2466_0	581
Ryan2013	est.opisthokonta	gene72	582
Borowiec2015	Total1080	OG550.fasta.aln_gene613	582
Hejnol2009	Hejnol2009	Tribe4356_0	583
Borowiec2015	Total1080	OG558.fasta.aln_gene620	583
Borowiec2015	Total1080	OG572.fasta.aln_gene635	584
Hejnol2009	Hejnol2009	Tribe3954_0	584
Hejnol2009	Hejnol2009	Tribe2394_0	585
Borowiec2015	Total1080	OG574.fasta.aln_gene637	585
Hejnol2009	Hejnol2009	Tribe3904_0	586
Borowiec2015	Total1080	OG575.fasta.aln_gene638	586
Borowiec2015	Total1080	OG577.fasta.aln_gene640	587
Hejnol2009	Hejnol2009	Tribe5359_0	587
Hejnol2009	Hejnol2009	Tribe3270_0	588
Borowiec2015	Total1080	OG578.fasta.aln_gene641	588
Borowiec2015	Total1080	OG582.fasta.aln_gene646	589
Hejnol2009	Hejnol2009	Tribe2824_0	589
Hejnol2009	Hejnol2009	Tribe4806_0	590
Borowiec2015	Total1080	OG584.fasta.aln_gene648	590
Borowiec2015	Total1080	OG586.fasta.aln_gene650	591
Hejnol2009	Hejnol2009	Tribe4165_0	591
Borowiec2015	Total1080	OG59.fasta.aln_gene665	592
Ryan2013	est.opisthokonta	gene51	592
Borowiec2015	Total1080	OG590.fasta.aln_gene655	593
Hejnol2009	Hejnol2009	Tribe2137_0	593
Hejnol2009	Hejnol2009	Tribe2514_0	594
Borowiec2015	Total1080	OG591.fasta.aln_gene656	594
Hejnol2009	Hejnol2009	Tribe3455_0	595
Borowiec2015	Total1080	OG603.fasta.aln_gene670	595
Borowiec2015	Total1080	OG604.fasta.aln_gene671	596
Hejnol2009	Hejnol2009	Tribe1893_0	596
Borowiec2015	Total1080	OG609.fasta.aln_gene676	597
Hejnol2009	Hejnol2009	Tribe2221_0	597
Hejnol2009	Hejnol2009	Tribe3565_0	598
Borowiec2015	Total1080	OG621.fasta.aln_gene687	598
Ryan2013	est.opisthokonta	gene243	599
Borowiec2015	Total1080	OG626.fasta.aln_gene690	599
Borowiec2015	Total1080	OG628.fasta.aln_gene692	600
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12760-42-Calc_Hmm10-BMGE05	600
Borowiec2015	Total1080	OG631.fasta.aln_gene696	601
Hejnol2009	Hejnol2009	Tribe2663_0	601
Borowiec2015	Total1080	OG639.fasta.aln_gene703	602
Ryan2013	genome.opisthokonta	gene7	602
Ryan2013	est.opisthokonta	gene394	603
Borowiec2015	Total1080	OG64.fasta.aln_gene715	603
Moroz2014	ED3a	0538	604
Borowiec2015	Total1080	OG65.fasta.aln_gene726	604
Borowiec2015	Total1080	OG651.fasta.aln_gene717	605
Hejnol2009	Hejnol2009	Tribe2520_0	605
Borowiec2015	Total1080	OG656.fasta.aln_gene722	606
Hejnol2009	Hejnol2009	Tribe3087_0	606
Hejnol2009	Hejnol2009	Tribe3406_0	607
Borowiec2015	Total1080	OG661.fasta.aln_gene728	607
Borowiec2015	Total1080	OG671.fasta.aln_gene739	608
Hejnol2009	Hejnol2009	Tribe2952_0	608
Hejnol2009	Hejnol2009	Tribe4511_0	609
Borowiec2015	Total1080	OG673.fasta.aln_gene741	609
Borowiec2015	Total1080	OG674.fasta.aln_gene742	610
Ryan2013	genome.opisthokonta	gene121	610
Ryan2013	genome.opisthokonta	gene221	611
Borowiec2015	Total1080	OG677.fasta.aln_gene745	611
Hejnol2009	Hejnol2009	Tribe3092_0	612
Borowiec2015	Total1080	OG678.fasta.aln_gene746	612
Borowiec2015	Total1080	OG690.fasta.aln_gene760	613
Hejnol2009	Hejnol2009	Tribe2306_0	613
Hejnol2009	Hejnol2009	Tribe2804_0	614
Borowiec2015	Total1080	OG695.fasta.aln_gene765	614
Borowiec2015	Total1080	OG698.fasta.aln_gene768	615
Hejnol2009	Hejnol2009	Tribe3410_0	615
Hejnol2009	Hejnol2009	Tribe1928_0	616
Borowiec2015	Total1080	OG700.fasta.aln_gene772	616
Borowiec2015	Total1080	OG707.fasta.aln_gene778	617
Ryan2013	genome.opisthokonta	gene82	617
Hejnol2009	Hejnol2009	Tribe3587_0	618
Borowiec2015	Total1080	OG711.fasta.aln_gene783	618
Borowiec2015	Total1080	OG712.fasta.aln_gene784	619
Hejnol2009	Hejnol2009	Tribe1559_0	619
Borowiec2015	Total1080	OG713.fasta.aln_gene785	620
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11672-2-42-Calc_Hmm10-BMGE05	620
Hejnol2009	Hejnol2009	Tribe2450_0	621
Borowiec2015	Total1080	OG733.fasta.aln_gene806	621
Hejnol2009	Hejnol2009	Tribe2320_0	622
Borowiec2015	Total1080	OG736.fasta.aln_gene808	622
Hejnol2009	Hejnol2009	Tribe4007_0	623
Borowiec2015	Total1080	OG744.fasta.aln_gene817	623
Borowiec2015	Total1080	OG746.fasta.aln_gene819	624
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15361-42-Calc_Hmm10-BMGE05	624
Hejnol2009	Hejnol2009	Tribe4147_0	625
Borowiec2015	Total1080	OG767.fasta.aln_gene842	625
Hejnol2009	Hejnol2009	Tribe2780_0	626
Borowiec2015	Total1080	OG776.fasta.aln_gene851	626
Borowiec2015	Total1080	OG779.fasta.aln_gene854	627
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14834-42-Calc_Hmm10-BMGE05	627
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15708-42-Calc_Hmm10-BMGE05	628
Borowiec2015	Total1080	OG786.fasta.aln_gene862	628
Hejnol2009	Hejnol2009	Tribe2381_0	629
Borowiec2015	Total1080	OG791.fasta.aln_gene868	629
Borowiec2015	Total1080	OG796.fasta.aln_gene872	630
Hejnol2009	Hejnol2009	Tribe3099_0	630
Hejnol2009	Hejnol2009	Tribe4616_0	631
Borowiec2015	Total1080	OG80.fasta.aln_gene888	631
Borowiec2015	Total1080	OG804.fasta.aln_gene882	632
Hejnol2009	Hejnol2009	Tribe4971_0	632
Borowiec2015	Total1080	OG805.fasta.aln_gene883	633
Hejnol2009	Hejnol2009	Tribe1961_0	633
Borowiec2015	Total1080	OG826.fasta.aln_gene906	634
Ryan2013	est.opisthokonta	gene226	634
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15296-42-Calc_Hmm10-BMGE05	635
Borowiec2015	Total1080	OG829.fasta.aln_gene909	635
Borowiec2015	Total1080	OG832.fasta.aln_gene912	636
Hejnol2009	Hejnol2009	Tribe2827_0	636
Hejnol2009	Hejnol2009	Tribe3416_0	637
Borowiec2015	Total1080	OG849.fasta.aln_gene929	637
Hejnol2009	Hejnol2009	Tribe2842_0	638
Borowiec2015	Total1080	OG852.fasta.aln_gene933	638
Borowiec2015	Total1080	OG854.fasta.aln_gene935	639
Hejnol2009	Hejnol2009	Tribe3617_0	639
Hejnol2009	Hejnol2009	Tribe1952_0	640
Borowiec2015	Total1080	OG877.fasta.aln_gene959	640
Hejnol2009	Hejnol2009	Tribe2794_0	641
Borowiec2015	Total1080	OG881.fasta.aln_gene964	641
Hejnol2009	Hejnol2009	Tribe2753_0	642
Borowiec2015	Total1080	OG884.fasta.aln_gene967	642
Hejnol2009	Hejnol2009	Tribe2016_0	643
Borowiec2015	Total1080	OG889.fasta.aln_gene972	643
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16042-42-Calc_Hmm10-BMGE05	644
Borowiec2015	Total1080	OG892.fasta.aln_gene976	644
Borowiec2015	Total1080	OG894.fasta.aln_gene978	645
Hejnol2009	Hejnol2009	Tribe2671_0	645
Borowiec2015	Total1080	OG895.fasta.aln_gene979	646
Hejnol2009	Hejnol2009	Tribe2552_0	646
Hejnol2009	Hejnol2009	Tribe2950_0	647
Borowiec2015	Total1080	OG896.fasta.aln_gene980	647
Borowiec2015	Total1080	OG905.fasta.aln_gene991	648
Hejnol2009	Hejnol2009	Tribe2845_0	648
Borowiec2015	Total1080	OG913.fasta.aln_gene999	649
Hejnol2009	Hejnol2009	Tribe3262_0	649
Borowiec2015	Total1080	OG932.fasta.aln_gene1017	650
Hejnol2009	Hejnol2009	Tribe3420_0	650
Borowiec2015	Total1080	OG938.fasta.aln_gene1022	651
Hejnol2009	Hejnol2009	Tribe4612_0	651
Hejnol2009	Hejnol2009	Tribe1675_0	652
Borowiec2015	Total1080	OG940.fasta.aln_gene1025	652
Dunn2008	Dunn2008	Tribe613	653
Borowiec2015	Total1080	OG943.fasta.aln_gene1028	653
Borowiec2015	Total1080	OG946.fasta.aln_gene1031	654
Hejnol2009	Hejnol2009	Tribe1921_0	654
Ryan2013	est.opisthokonta	gene254	655
Borowiec2015	Total1080	OG956.fasta.aln_gene1041	655
Ryan2013	est.opisthokonta	gene330	656
Borowiec2015	Total1080	OG96.fasta.aln_gene1054	656
Borowiec2015	Total1080	OG964.fasta.aln_gene1049	657
Hejnol2009	Hejnol2009	Tribe3767_0	657
Borowiec2015	Total1080	OG969.fasta.aln_gene1053	658
Hejnol2009	Hejnol2009	Tribe3253_0	658
Borowiec2015	Total1080	OG971.fasta.aln_gene1056	659
Hejnol2009	Hejnol2009	Tribe1601_0	659
Borowiec2015	Total1080	OG975.fasta.aln_gene1059	660
Hejnol2009	Hejnol2009	Tribe3301_0	660
Borowiec2015	Total1080	OG99.fasta.aln_gene1079	661
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14420-42-Calc_Hmm10-BMGE05	661
Hejnol2009	Hejnol2009	Tribe4526_0	662
Borowiec2015	Total1080	OG997.fasta.aln_gene1077	662
Borowiec2015	Total1080	OG998.fasta.aln_gene1078	663
Hejnol2009	Hejnol2009	Tribe3020_0	663
Philippe2009	Philippe2009	atpsynthalpha-a-mt	664
Chang2015	Chang2015	atpsynthalpha	664
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14928-42-Calc_Hmm10-BMGE05	665
Chang2015	Chang2015	l12e	665
Chang2015	Chang2015	pace5	666
Hejnol2009	Hejnol2009	Tribe2105_0	666
Ryan2013	est.opisthokonta	gene134	667
Chang2015	Chang2015	pyrdehydroe1b_01	667
Dunn2008	Dunn2008	Tribe542	668
Chang2015	Chang2015	tribe542	668
Chang2015	Chang2015	tribe852	669
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15229-42-Calc_Hmm10-BMGE05	669
Chang2015	Chang2015	tribe930	670
Dunn2008	Dunn2008	Tribe930	670
Ryan2013	genome.opisthokonta	gene231	671
Chang2015	Chang2015	wrs	671
Dunn2008	Dunn2008	Tribe1015	672
Hejnol2009	Hejnol2009	Tribe1307_0	672
Hejnol2009	Hejnol2009	Tribe1468_0	673
Dunn2008	Dunn2008	Tribe1020	673
Dunn2008	Dunn2008	Tribe1026	674
Ryan2013	est.opisthokonta	gene319	674
Dunn2008	Dunn2008	Tribe1041	675
Hejnol2009	Hejnol2009	Tribe1344_0	675
Hejnol2009	Hejnol2009	Tribe1477_0	676
Dunn2008	Dunn2008	Tribe1050	676
Dunn2008	Dunn2008	Tribe1081	677
Ryan2013	genome.opisthokonta	gene219	677
Hejnol2009	Hejnol2009	Tribe1388_0	678
Dunn2008	Dunn2008	Tribe1129	678
Hejnol2009	Hejnol2009	Tribe1439_0	679
Dunn2008	Dunn2008	Tribe1170	679
Dunn2008	Dunn2008	Tribe1204	680
Hejnol2009	Hejnol2009	Tribe1619_0	680
Dunn2008	Dunn2008	Tribe1409	681
Hejnol2009	Hejnol2009	Tribe2024_0	681
Hejnol2009	Hejnol2009	Tribe834_0	682
Dunn2008	Dunn2008	Tribe632	682
Dunn2008	Dunn2008	Tribe647	683
Ryan2013	est.opisthokonta	gene90	683
Hejnol2009	Hejnol2009	Tribe945_0	684
Dunn2008	Dunn2008	Tribe686	684
Hejnol2009	Hejnol2009	Tribe1039_0	685
Dunn2008	Dunn2008	Tribe739	685
Dunn2008	Dunn2008	Tribe782	686
Hejnol2009	Hejnol2009	Tribe1060_0	686
Dunn2008	Dunn2008	Tribe850	687
Ryan2013	est.opisthokonta	gene158	687
Hejnol2009	Hejnol2009	Tribe1222_1	688
Dunn2008	Dunn2008	Tribe858	688
Hejnol2009	Hejnol2009	Tribe1215_0	689
Dunn2008	Dunn2008	Tribe905	689
Dunn2008	Dunn2008	Tribe916	690
Hejnol2009	Hejnol2009	Tribe1291_0	690
Hejnol2009	Hejnol2009	Tribe1214_0	691
Ryan2013	est.opisthokonta	gene65	691
Ryan2013	est.opisthokonta	gene213	692
Hejnol2009	Hejnol2009	Tribe1351_0	692
Hejnol2009	Hejnol2009	Tribe1397_0	693
Ryan2013	est.opisthokonta	gene62	693
Borowiec2015	Total1080	OG738.fasta.aln_gene810	694
Hejnol2009	Hejnol2009	Tribe1483_0	694
Hejnol2009	Hejnol2009	Tribe1596_0	695
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16032-42-Calc_Hmm10-BMGE05	695
Hejnol2009	Hejnol2009	Tribe1610_0	696
Ryan2013	est.opisthokonta	gene384	696
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13377-42-Calc_Hmm10-BMGE05	697
Hejnol2009	Hejnol2009	Tribe1729_0	697
Hejnol2009	Hejnol2009	Tribe1805_0	698
Ryan2013	est.opisthokonta	gene97	698
Ryan2013	est.opisthokonta	gene326	699
Hejnol2009	Hejnol2009	Tribe1819_0	699
Ryan2013	est.opisthokonta	gene329	700
Hejnol2009	Hejnol2009	Tribe1929_0	700
Ryan2013	genome.opisthokonta	gene139	701
Hejnol2009	Hejnol2009	Tribe1935_0	701
Hejnol2009	Hejnol2009	Tribe2007_0	702
Ryan2013	est.opisthokonta	gene136	702
Hejnol2009	Hejnol2009	Tribe2017_0	703
Ryan2013	est.opisthokonta	gene400	703
Ryan2013	est.opisthokonta	gene301	704
Hejnol2009	Hejnol2009	Tribe2030_0	704
Hejnol2009	Hejnol2009	Tribe2051_0	705
Ryan2013	est.opisthokonta	gene346	705
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13214-42-Calc_Hmm10-BMGE05	706
Hejnol2009	Hejnol2009	Tribe2059_0	706
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16779-42-Calc_Hmm10-BMGE05	707
Hejnol2009	Hejnol2009	Tribe2066_0	707
Hejnol2009	Hejnol2009	Tribe2111_0	708
Moroz2014	ED3a	0413	708
Ryan2013	est.opisthokonta	gene279	709
Hejnol2009	Hejnol2009	Tribe2132_0	709
Ryan2013	est.opisthokonta	gene302	710
Hejnol2009	Hejnol2009	Tribe2244_0	710
Ryan2013	est.opisthokonta	gene60	711
Hejnol2009	Hejnol2009	Tribe2250_0	711
Ryan2013	genome.opisthokonta	gene230	712
Hejnol2009	Hejnol2009	Tribe2251_0	712
Ryan2013	est.opisthokonta	gene111	713
Hejnol2009	Hejnol2009	Tribe2311_0	713
Hejnol2009	Hejnol2009	Tribe2317_0	714
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15714-42-Calc_Hmm10-BMGE05	714
Hejnol2009	Hejnol2009	Tribe2435_0	715
Ryan2013	est.opisthokonta	gene138	715
Ryan2013	est.opisthokonta	gene26	716
Hejnol2009	Hejnol2009	Tribe2460_0	716
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15625-42-Calc_Hmm10-BMGE05	717
Hejnol2009	Hejnol2009	Tribe2461_0	717
Ryan2013	genome.opisthokonta	gene80	718
Hejnol2009	Hejnol2009	Tribe2475_0	718
Hejnol2009	Hejnol2009	Tribe2481_0	719
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14620-42-Calc_Hmm10-BMGE05	719
Hejnol2009	Hejnol2009	Tribe2489_0	720
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12933-42-Calc_Hmm10-BMGE05	720
Hejnol2009	Hejnol2009	Tribe2567_0	721
Borowiec2015	Total1080	OG446.fasta.aln_gene507	721
Ryan2013	est.opisthokonta	gene40	722
Hejnol2009	Hejnol2009	Tribe2581_0	722
Ryan2013	est.opisthokonta	gene219	723
Hejnol2009	Hejnol2009	Tribe2583_0	723
Hejnol2009	Hejnol2009	Tribe2676_0	724
Ryan2013	est.opisthokonta	gene276	724
Moroz2014	ED3d	0629	725
Hejnol2009	Hejnol2009	Tribe2716_0	725
Ryan2013	est.opisthokonta	gene225	726
Hejnol2009	Hejnol2009	Tribe2741_0	726
Hejnol2009	Hejnol2009	Tribe2810_0	727
Ryan2013	est.opisthokonta	gene174	727
Hejnol2009	Hejnol2009	Tribe2893_0	728
Borowiec2015	Total1080	OG1046.fasta.aln_gene43	728
Ryan2013	genome.opisthokonta	gene53	729
Hejnol2009	Hejnol2009	Tribe2965_0	729
Ryan2013	genome.opisthokonta	gene175	730
Hejnol2009	Hejnol2009	Tribe2974_0	730
Hejnol2009	Hejnol2009	Tribe3017_0	731
Ryan2013	genome.opisthokonta	gene52	731
Ryan2013	est.opisthokonta	gene310	732
Hejnol2009	Hejnol2009	Tribe3024_0	732
Ryan2013	genome.opisthokonta	gene223	733
Hejnol2009	Hejnol2009	Tribe3174_0	733
Hejnol2009	Hejnol2009	Tribe3188_0	734
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META17484-42-Calc_Hmm10-BMGE05	734
Ryan2013	est.opisthokonta	gene397	735
Hejnol2009	Hejnol2009	Tribe3189_0	735
Ryan2013	genome.opisthokonta	gene37	736
Hejnol2009	Hejnol2009	Tribe3191_0	736
Borowiec2015	Total1080	OG708.fasta.aln_gene779	737
Hejnol2009	Hejnol2009	Tribe3383_0	737
Hejnol2009	Hejnol2009	Tribe3398_0	738
Ryan2013	est.opisthokonta	gene249	738
Hejnol2009	Hejnol2009	Tribe3520_0	739
Ryan2013	genome.opisthokonta	gene168	739
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META16262-42-Calc_Hmm10-BMGE05	740
Hejnol2009	Hejnol2009	Tribe3591_0	740
Hejnol2009	Hejnol2009	Tribe3785_0	741
Ryan2013	est.opisthokonta	gene315	741
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12300-42-Calc_Hmm10-BMGE05	742
Hejnol2009	Hejnol2009	Tribe3794_0	742
Ryan2013	est.opisthokonta	gene17	743
Hejnol2009	Hejnol2009	Tribe3826_0	743
Hejnol2009	Hejnol2009	Tribe3838_0	744
Ryan2013	genome.opisthokonta	gene214	744
Hejnol2009	Hejnol2009	Tribe4328_0	745
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15572-42-Calc_Hmm10-BMGE05	745
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15548-42-Calc_Hmm10-BMGE05	746
Hejnol2009	Hejnol2009	Tribe4945_0	746
Ryan2013	est.opisthokonta	gene257	747
Hejnol2009	Hejnol2009	Tribe568_0	747
Hejnol2009	Hejnol2009	Tribe6309_0	748
Ryan2013	est.opisthokonta	gene294	748
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11387-2-42-Calc_Hmm10-BMGE05	749
Hejnol2009	Hejnol2009	Tribe712_1	749
Ryan2013	est.opisthokonta	gene50	750
Hejnol2009	Hejnol2009	Tribe993_0	750
Moroz2014	ED3a	0016	751
Borowiec2015	Total1080	OG181.fasta.aln_gene222	751
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10102-1-2-2-2-42-Calc_Hmm10-BMGE05	752
Moroz2014	ED3a	0029	752
Moroz2014	ED3a	0105	753
Ryan2013	est.opisthokonta	gene200	753
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10343-1-42-Calc_Hmm10-BMGE05	754
Moroz2014	ED3a	0338	754
Moroz2014	ED3a	0475	755
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14029-42-Calc_Hmm10-BMGE05	755
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13679-42-Calc_Hmm10-BMGE05	756
Moroz2014	ED3a	0478	756
Borowiec2015	Total1080	OG70.fasta.aln_gene781	757
Moroz2014	ED3a	0549	757
Moroz2014	ED3a	0564	758
Ryan2013	est.opisthokonta	gene129	758
Moroz2014	ED3a	0575	759
Ryan2013	genome.opisthokonta	gene191	759
Moroz2014	ED3a	0794	760
Ryan2013	est.opisthokonta	gene171	760
Moroz2014	ED3a	0858	761
Nosenko2013	nonribosomal_9187_smatrix	KOG1373	761
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12014-2-42-Calc_Hmm10-BMGE05	762
Moroz2014	ED3a	0859	762
Moroz2014	ED3a	0896	763
Chang2015	Chang2015	rpo_01	763
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11707-1-42-Calc_Hmm10-BMGE05	764
Moroz2014	ED3a	1007	764
Moroz2014	ED3a	1032	765
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META10380-1-1-2-42-Calc_Hmm10-BMGE05	765
Moroz2014	ED3a	0320	766
Moroz2014	ED3d	0320	766
Nosenko2013	nonribosomal_9187_smatrix	KOG0072	767
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13958-42-Calc_Hmm10-BMGE05	767
Nosenko2013	nonribosomal_9187_smatrix	KOG0185	768
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14100-42-Calc_Hmm10-BMGE05	768
Nosenko2013	nonribosomal_9187_smatrix	KOG0279	769
Ryan2013	est.opisthokonta	gene360	769
Whelan2015	Dataset1_FullData	Gene_0323	770
Nosenko2013	nonribosomal_9187_smatrix	KOG0417	770
Philippe2009	Philippe2009	arp23	771
Nosenko2013	nonribosomal_9187_smatrix	KOG1523	771
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12446-42-Calc_Hmm10-BMGE05	772
Nosenko2013	nonribosomal_9187_smatrix	KOG1557	772
Nosenko2013	nonribosomal_9187_smatrix	KOG1756	773
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15739-42-Calc_Hmm10-BMGE05	773
Nosenko2013	ribosomal_14615_smatrix	KOG1694	774
Nosenko2013	ribosomal_11057_smatrix	KOG1694	774
Nosenko2013	ribosomal_11057_smatrix	KOG3255	775
Nosenko2013	ribosomal_14615_smatrix	KOG3255	775
Nosenko2013	ribosomal_11057_smatrix	KOG3353_01	776
Nosenko2013	ribosomal_14615_smatrix	KOG3353_01	776
Ryan2013	est.opisthokonta	gene100	777
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12105-42-Calc_Hmm10-BMGE05	777
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13830-42-Calc_Hmm10-BMGE05	778
Ryan2013	est.opisthokonta	gene101	778
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13435-42-Calc_Hmm10-BMGE05	779
Ryan2013	est.opisthokonta	gene141	779
Ryan2013	est.opisthokonta	gene145	780
Hejnol2009	Hejnol2009	Tribe2284_0	780
Ryan2013	genome.opisthokonta	gene211	781
Ryan2013	est.opisthokonta	gene201	781
Ryan2013	genome.opisthokonta	gene19	782
Ryan2013	est.opisthokonta	gene229	782
Ryan2013	est.opisthokonta	gene260	783
Ryan2013	genome.opisthokonta	gene228	783
Whelan2017	Metazoa_full	Subset2_14	784
Ryan2013	est.opisthokonta	gene263	784
Ryan2013	est.opisthokonta	gene270	785
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14368-42-Calc_Hmm10-BMGE05	785
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14025-42-Calc_Hmm10-BMGE05	786
Ryan2013	est.opisthokonta	gene285	786
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13260-42-Calc_Hmm10-BMGE05	787
Ryan2013	est.opisthokonta	gene296	787
Ryan2013	est.opisthokonta	gene3	788
Ryan2013	genome.opisthokonta	gene167	788
Ryan2013	est.opisthokonta	gene309	789
